11:56:41 INFO | Running autotest_quickmerge step.
13:57:26 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_DtUinkssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpTEeTzp -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:57:27 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_T8_JLSssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:57:30 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.50, status=Running
13:57:30 INFO | autoserv| Results placed in /tmp/test_that_results_1La7n2/results-02-platform_MemCheck
13:57:30 INFO | autoserv| Logged pid 6156 to /tmp/test_that_results_1La7n2/results-02-platform_MemCheck/.autoserv_execute
13:57:30 INFO | autoserv| I am PID 6156
13:57:30 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.50']
13:57:30 INFO | autoserv| Processing control file
13:57:30 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_guDKryssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpvPtyVl -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:57:31 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_aychbissh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:57:32 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 13:57:32	timestamp=1455220652
13:57:32 INFO | autoserv| Installing autotest on 192.168.1.50
13:57:32 INFO | autoserv| Using installation dir /usr/local/autotest
13:57:32 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
13:57:32 INFO | autoserv| Installing updated global_config.ini.
13:57:32 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
13:57:32 INFO | autoserv| Entered autotestd_monitor.
13:57:32 INFO | autoserv| Finished launching tail subprocesses.
13:57:32 INFO | autoserv| Finished waiting on autotestd to start.
13:57:33 INFO | autoserv| START	----	----	timestamp=1455220658	localtime=Feb 11 13:57:38
13:57:33 INFO | autoserv| START	platform_MemCheck	platform_MemCheck	timestamp=1455220658	localtime=Feb 11 13:57:38
13:57:33 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_MemCheck into test-platform_MemCheck.tar.bz2
13:57:41 INFO | autoserv| GOOD	platform_MemCheck	platform_MemCheck	timestamp=1455220666	localtime=Feb 11 13:57:46	completed successfully
13:57:41 INFO | autoserv| END GOOD	platform_MemCheck	platform_MemCheck	timestamp=1455220667	localtime=Feb 11 13:57:47
13:57:42 INFO | autoserv| END GOOD	----	----	timestamp=1455220667	localtime=Feb 11 13:57:47
13:57:42 INFO | autoserv| Got lock of exit_code_file.
13:57:42 INFO | autoserv| Released lock of exit_code_file and closed it.
13:57:44 INFO | autoserv| Client complete
13:57:44 INFO | autoserv| Finished processing control file
13:57:44 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_0NNAaissh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmplUAxP7 -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:57:45 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_dQXAAossh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:57:47 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.50, status=Running
13:57:48 INFO | autoserv| Results placed in /tmp/test_that_results_1La7n2/results-03-kernel_SchedCgroups
13:57:48 INFO | autoserv| Logged pid 6260 to /tmp/test_that_results_1La7n2/results-03-kernel_SchedCgroups/.autoserv_execute
13:57:48 INFO | autoserv| I am PID 6260
13:57:48 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.50']
13:57:48 INFO | autoserv| Processing control file
13:57:48 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_bKPHfJssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpvvpsZq -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:57:49 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_g1poEpssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:57:49 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 13:57:49	timestamp=1455220669
13:57:49 INFO | autoserv| Installing autotest on 192.168.1.50
13:57:49 INFO | autoserv| Using installation dir /usr/local/autotest
13:57:50 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
13:57:50 INFO | autoserv| Installing updated global_config.ini.
13:57:50 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
13:57:50 INFO | autoserv| Entered autotestd_monitor.
13:57:50 INFO | autoserv| Finished launching tail subprocesses.
13:57:50 INFO | autoserv| Finished waiting on autotestd to start.
13:57:51 INFO | autoserv| START	----	----	timestamp=1455220676	localtime=Feb 11 13:57:56
13:57:51 INFO | autoserv| START	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455220676	localtime=Feb 11 13:57:56
13:57:51 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/kernel_SchedCgroups into test-kernel_SchedCgroups.tar.bz2
13:57:52 INFO | autoserv| GOOD	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455220677	localtime=Feb 11 13:57:57	completed successfully
13:57:52 INFO | autoserv| END GOOD	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455220678	localtime=Feb 11 13:57:58
13:57:53 INFO | autoserv| END GOOD	----	----	timestamp=1455220678	localtime=Feb 11 13:57:58
13:57:53 INFO | autoserv| Got lock of exit_code_file.
13:57:53 INFO | autoserv| Released lock of exit_code_file and closed it.
13:57:55 INFO | autoserv| Killing child processes.
13:57:55 INFO | autoserv| Client complete
13:57:55 INFO | autoserv| Finished processing control file
13:57:55 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_XJ24Ubssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmppmmNRE -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:57:56 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_ykjmmNssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:57:58 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.50, status=Running
13:57:59 INFO | autoserv| Results placed in /tmp/test_that_results_1La7n2/results-04-video_ChromeHWDecodeUsed.vp8
13:57:59 INFO | autoserv| Logged pid 6364 to /tmp/test_that_results_1La7n2/results-04-video_ChromeHWDecodeUsed.vp8/.autoserv_execute
13:57:59 INFO | autoserv| I am PID 6364
13:57:59 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.50']
13:57:59 INFO | autoserv| Processing control file
13:57:59 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_UDe8jhssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpVxrofB -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:00 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_m2gCZUssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:58:00 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 13:58:00	timestamp=1455220680
13:58:00 INFO | autoserv| Installing autotest on 192.168.1.50
13:58:01 INFO | autoserv| Using installation dir /usr/local/autotest
13:58:01 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
13:58:01 INFO | autoserv| Installing updated global_config.ini.
13:58:01 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
13:58:01 INFO | autoserv| Entered autotestd_monitor.
13:58:01 INFO | autoserv| Finished launching tail subprocesses.
13:58:01 INFO | autoserv| Finished waiting on autotestd to start.
13:58:02 INFO | autoserv| START	----	----	timestamp=1455220687	localtime=Feb 11 13:58:07
13:58:02 INFO | autoserv| START	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455220687	localtime=Feb 11 13:58:07
13:58:02 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/video_ChromeHWDecodeUsed into test-video_ChromeHWDecodeUsed.tar.bz2
13:58:12 INFO | autoserv| GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455220697	localtime=Feb 11 13:58:17	completed successfully
13:58:12 INFO | autoserv| END GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455220697	localtime=Feb 11 13:58:17
13:58:12 INFO | autoserv| END GOOD	----	----	timestamp=1455220698	localtime=Feb 11 13:58:18
13:58:12 INFO | autoserv| Got lock of exit_code_file.
13:58:12 INFO | autoserv| Released lock of exit_code_file and closed it.
13:58:14 INFO | autoserv| Client complete
13:58:14 INFO | autoserv| Finished processing control file
13:58:14 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_1CAGKGssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpjHfPuo -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:16 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_oX4S6lssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:58:18 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.50, status=Running
13:58:18 INFO | autoserv| Results placed in /tmp/test_that_results_1La7n2/results-05-video_ChromeHWDecodeUsed.vp9
13:58:18 INFO | autoserv| Logged pid 6468 to /tmp/test_that_results_1La7n2/results-05-video_ChromeHWDecodeUsed.vp9/.autoserv_execute
13:58:18 INFO | autoserv| I am PID 6468
13:58:18 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.50']
13:58:18 INFO | autoserv| Processing control file
13:58:18 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_B2y4FLssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpg1FEMu -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:20 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_60nn7mssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:58:20 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 13:58:20	timestamp=1455220700
13:58:20 INFO | autoserv| Installing autotest on 192.168.1.50
13:58:20 INFO | autoserv| Using installation dir /usr/local/autotest
13:58:20 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
13:58:20 INFO | autoserv| Installing updated global_config.ini.
13:58:21 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
13:58:21 INFO | autoserv| Entered autotestd_monitor.
13:58:21 INFO | autoserv| Finished launching tail subprocesses.
13:58:21 INFO | autoserv| Finished waiting on autotestd to start.
13:58:21 INFO | autoserv| START	----	----	timestamp=1455220707	localtime=Feb 11 13:58:27
13:58:21 INFO | autoserv| START	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455220707	localtime=Feb 11 13:58:27
13:58:21 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/video_ChromeHWDecodeUsed into test-video_ChromeHWDecodeUsed.tar.bz2
13:58:31 INFO | autoserv| GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455220716	localtime=Feb 11 13:58:36	completed successfully
13:58:31 INFO | autoserv| END GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455220716	localtime=Feb 11 13:58:36
13:58:31 INFO | autoserv| END GOOD	----	----	timestamp=1455220717	localtime=Feb 11 13:58:37
13:58:31 INFO | autoserv| Got lock of exit_code_file.
13:58:31 INFO | autoserv| Released lock of exit_code_file and closed it.
13:58:33 INFO | autoserv| Client complete
13:58:34 INFO | autoserv| Finished processing control file
13:58:34 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_0oRhSossh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpQ50LdN -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:35 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Hw9InJssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:58:37 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.50, status=Running
13:58:38 INFO | autoserv| Results placed in /tmp/test_that_results_1La7n2/results-06-platform_Perf
13:58:38 INFO | autoserv| Logged pid 6573 to /tmp/test_that_results_1La7n2/results-06-platform_Perf/.autoserv_execute
13:58:38 INFO | autoserv| I am PID 6573
13:58:38 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.50']
13:58:38 INFO | autoserv| Processing control file
13:58:38 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_lLEYNessh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpnTFsyI -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:39 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_CTxd51ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:58:39 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 13:58:39	timestamp=1455220719
13:58:39 INFO | autoserv| Installing autotest on 192.168.1.50
13:58:39 INFO | autoserv| Using installation dir /usr/local/autotest
13:58:39 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
13:58:39 INFO | autoserv| Installing updated global_config.ini.
13:58:40 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
13:58:40 INFO | autoserv| Entered autotestd_monitor.
13:58:40 INFO | autoserv| Finished launching tail subprocesses.
13:58:40 INFO | autoserv| Finished waiting on autotestd to start.
13:58:41 INFO | autoserv| START	----	----	timestamp=1455220726	localtime=Feb 11 13:58:46
13:58:41 INFO | autoserv| START	platform_Perf	platform_Perf	timestamp=1455220726	localtime=Feb 11 13:58:46
13:58:41 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_Perf into test-platform_Perf.tar.bz2
13:58:45 INFO | autoserv| GOOD	platform_Perf	platform_Perf	timestamp=1455220730	localtime=Feb 11 13:58:50	completed successfully
13:58:45 INFO | autoserv| END GOOD	platform_Perf	platform_Perf	timestamp=1455220730	localtime=Feb 11 13:58:50
13:58:45 INFO | autoserv| END GOOD	----	----	timestamp=1455220730	localtime=Feb 11 13:58:50
13:58:45 INFO | autoserv| Got lock of exit_code_file.
13:58:45 INFO | autoserv| Released lock of exit_code_file and closed it.
13:58:47 INFO | autoserv| Client complete
13:58:47 INFO | autoserv| Finished processing control file
13:58:47 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_GPWU64ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpAstOYa -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:49 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_yWPLAwssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:58:51 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.50, status=Running
13:58:51 INFO | autoserv| Results placed in /tmp/test_that_results_1La7n2/results-07-platform_PartitionCheck
13:58:51 INFO | autoserv| Logged pid 6677 to /tmp/test_that_results_1La7n2/results-07-platform_PartitionCheck/.autoserv_execute
13:58:51 INFO | autoserv| I am PID 6677
13:58:51 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.50']
13:58:51 INFO | autoserv| Processing control file
13:58:51 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_s12uDGssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpri_AKA -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:53 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_D1jQXHssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:58:53 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 13:58:53	timestamp=1455220733
13:58:53 INFO | autoserv| Installing autotest on 192.168.1.50
13:58:53 INFO | autoserv| Using installation dir /usr/local/autotest
13:58:53 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
13:58:53 INFO | autoserv| Installing updated global_config.ini.
13:58:53 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
13:58:54 INFO | autoserv| Entered autotestd_monitor.
13:58:54 INFO | autoserv| Finished launching tail subprocesses.
13:58:54 INFO | autoserv| Finished waiting on autotestd to start.
13:58:54 INFO | autoserv| START	----	----	timestamp=1455220739	localtime=Feb 11 13:58:59
13:58:54 INFO | autoserv| START	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455220740	localtime=Feb 11 13:59:00
13:58:54 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_PartitionCheck into test-platform_PartitionCheck.tar.bz2
13:58:55 INFO | autoserv| GOOD	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455220741	localtime=Feb 11 13:59:01	completed successfully
13:58:55 INFO | autoserv| END GOOD	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455220741	localtime=Feb 11 13:59:01
13:58:56 INFO | autoserv| END GOOD	----	----	timestamp=1455220741	localtime=Feb 11 13:59:01
13:58:56 INFO | autoserv| Got lock of exit_code_file.
13:58:56 INFO | autoserv| Released lock of exit_code_file and closed it.
13:58:58 INFO | autoserv| Client complete
13:58:58 INFO | autoserv| Finished processing control file
13:58:58 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_4xvBxhssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp0u4GMr -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.50'
13:58:59 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_IinWT6ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.50'
13:59:02 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.50, status=Running
13:59:02 INFO | autoserv| Results placed in /tmp/test_that_results_1La7n2/results-08-platform_RootPartitionsNotMounted
13:59:02 INFO | autoserv| Logged pid 6781 to /tmp/test_that_results_1La7n2/results-08-platform_RootPartitionsNotMounted/.autoserv_execute
13:59:02 INFO | autoserv| I am PID 6781
13:59:02 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.50']
