14:25:21 INFO | Running autotest_quickmerge step.
16:26:50 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_k8Opu2ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:26:55 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
16:26:56 INFO | autoserv| Results placed in /tmp/test_that_results__quDNX/results-02-platform_MemCheck
16:26:56 INFO | autoserv| Logged pid 6305 to /tmp/test_that_results__quDNX/results-02-platform_MemCheck/.autoserv_execute
16:26:56 INFO | autoserv| I am PID 6305
16:26:56 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
16:26:56 INFO | autoserv| Processing control file
16:26:56 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_VgzeIjssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp8s11PD -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:26:59 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_OYeIbmssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:27:00 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:27:00	timestamp=1455229620
16:27:00 INFO | autoserv| Installing autotest on 192.168.1.42
16:27:00 INFO | autoserv| Using installation dir /usr/local/autotest
16:27:02 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:27:02 INFO | autoserv| Installing updated global_config.ini.
16:27:05 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:27:08 INFO | autoserv| START	----	----	timestamp=1455229632	localtime=Feb 11 16:27:12
16:27:08 INFO | autoserv| START	platform_MemCheck	platform_MemCheck	timestamp=1455229632	localtime=Feb 11 16:27:12
16:27:08 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_MemCheck into test-platform_MemCheck.tar.bz2
16:27:10 INFO | autoserv| Entered autotestd_monitor.
16:27:10 INFO | autoserv| Finished launching tail subprocesses.
16:27:10 INFO | autoserv| Finished waiting on autotestd to start.
16:27:18 INFO | autoserv| GOOD	platform_MemCheck	platform_MemCheck	timestamp=1455229642	localtime=Feb 11 16:27:22	completed successfully
16:27:18 INFO | autoserv| END GOOD	platform_MemCheck	platform_MemCheck	timestamp=1455229643	localtime=Feb 11 16:27:23
16:27:29 INFO | autoserv| END GOOD	----	----	timestamp=1455229654	localtime=Feb 11 16:27:34
16:27:29 INFO | autoserv| Got lock of exit_code_file.
16:27:29 INFO | autoserv| Released lock of exit_code_file and closed it.
16:27:31 INFO | autoserv| Client complete
16:27:38 INFO | autoserv| Finished processing control file
16:27:38 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_MwAFDassh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpaLsqdw -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:27:41 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_s0qPehssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:27:47 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
16:27:48 INFO | autoserv| Results placed in /tmp/test_that_results__quDNX/results-03-kernel_SchedCgroups
16:27:48 INFO | autoserv| Logged pid 6409 to /tmp/test_that_results__quDNX/results-03-kernel_SchedCgroups/.autoserv_execute
16:27:48 INFO | autoserv| I am PID 6409
16:27:48 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
16:27:48 INFO | autoserv| Processing control file
16:27:48 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_uF1tKlssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpWTAz1N -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:27:49 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_WO3zSfssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:27:50 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:27:50	timestamp=1455229670
16:27:52 INFO | autoserv| Installing autotest on 192.168.1.42
16:27:52 INFO | autoserv| Using installation dir /usr/local/autotest
16:27:53 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:27:53 INFO | autoserv| Installing updated global_config.ini.
16:27:58 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:27:58 INFO | autoserv| Entered autotestd_monitor.
16:27:58 INFO | autoserv| Finished launching tail subprocesses.
16:27:58 INFO | autoserv| Finished waiting on autotestd to start.
16:27:59 INFO | autoserv| START	----	----	timestamp=1455229684	localtime=Feb 11 16:28:04
16:27:59 INFO | autoserv| START	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455229684	localtime=Feb 11 16:28:04
16:27:59 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/kernel_SchedCgroups into test-kernel_SchedCgroups.tar.bz2
16:28:00 INFO | autoserv| GOOD	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455229685	localtime=Feb 11 16:28:05	completed successfully
16:28:00 INFO | autoserv| END GOOD	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455229685	localtime=Feb 11 16:28:05
16:28:07 INFO | autoserv| END GOOD	----	----	timestamp=1455229692	localtime=Feb 11 16:28:12
16:28:07 INFO | autoserv| Got lock of exit_code_file.
16:28:07 INFO | autoserv| Released lock of exit_code_file and closed it.
16:28:09 INFO | autoserv| Client complete
16:28:10 INFO | autoserv| Finished processing control file
16:28:10 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_mlxX7Dssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpTW0Mmd -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:28:11 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_yBdE8lssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:28:17 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
16:28:18 INFO | autoserv| Results placed in /tmp/test_that_results__quDNX/results-04-video_ChromeHWDecodeUsed.vp8
16:28:18 INFO | autoserv| Logged pid 6513 to /tmp/test_that_results__quDNX/results-04-video_ChromeHWDecodeUsed.vp8/.autoserv_execute
16:28:18 INFO | autoserv| I am PID 6513
16:28:18 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
16:28:18 INFO | autoserv| Processing control file
16:28:18 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Mo3VMxssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpK99HeN -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:28:20 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_3GQiCAssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:28:21 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:28:21	timestamp=1455229701
16:28:21 INFO | autoserv| Installing autotest on 192.168.1.42
16:28:22 INFO | autoserv| Using installation dir /usr/local/autotest
16:28:25 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:28:25 INFO | autoserv| Installing updated global_config.ini.
16:28:29 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:28:29 INFO | autoserv| Entered autotestd_monitor.
16:28:29 INFO | autoserv| Finished launching tail subprocesses.
16:28:29 INFO | autoserv| Finished waiting on autotestd to start.
16:28:30 INFO | autoserv| START	----	----	timestamp=1455229715	localtime=Feb 11 16:28:35
16:28:30 INFO | autoserv| START	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229715	localtime=Feb 11 16:28:35
16:28:30 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/video_ChromeHWDecodeUsed into test-video_ChromeHWDecodeUsed.tar.bz2
16:28:40 INFO | autoserv| GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229725	localtime=Feb 11 16:28:45	completed successfully
16:28:41 INFO | autoserv| END GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229726	localtime=Feb 11 16:28:46
16:32:24 INFO | autoserv| END GOOD	----	----	timestamp=1455229949	localtime=Feb 11 16:32:29
16:32:24 INFO | autoserv| Got lock of exit_code_file.
16:32:24 INFO | autoserv| Released lock of exit_code_file and closed it.
16:32:26 INFO | autoserv| Killing child processes.
16:32:26 INFO | autoserv| Client complete
16:32:52 INFO | autoserv| Finished processing control file
16:32:52 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_FXqJS1ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpAJ0xL1 -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:32:55 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_5crRG1ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:33:00 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
16:33:01 INFO | autoserv| Results placed in /tmp/test_that_results__quDNX/results-05-video_ChromeHWDecodeUsed.vp9
16:33:01 INFO | autoserv| Logged pid 6617 to /tmp/test_that_results__quDNX/results-05-video_ChromeHWDecodeUsed.vp9/.autoserv_execute
16:33:01 INFO | autoserv| I am PID 6617
16:33:01 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
16:33:01 INFO | autoserv| Processing control file
16:33:01 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_LonGtHssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpu5ZgVT -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:33:05 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_MwsIq2ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:33:06 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:33:06	timestamp=1455229986
16:33:06 INFO | autoserv| Installing autotest on 192.168.1.42
16:33:06 INFO | autoserv| Using installation dir /usr/local/autotest
16:33:07 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:33:07 INFO | autoserv| Installing updated global_config.ini.
16:33:09 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:33:11 INFO | autoserv| Entered autotestd_monitor.
16:33:11 INFO | autoserv| Finished launching tail subprocesses.
16:33:11 INFO | autoserv| Finished waiting on autotestd to start.
16:33:11 INFO | autoserv| START	----	----	timestamp=1455229996	localtime=Feb 11 16:33:16
16:33:11 INFO | autoserv| START	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229996	localtime=Feb 11 16:33:16
16:33:12 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/video_ChromeHWDecodeUsed into test-video_ChromeHWDecodeUsed.tar.bz2
16:33:24 INFO | autoserv| GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455230009	localtime=Feb 11 16:33:29	completed successfully
16:33:24 INFO | autoserv| END GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455230009	localtime=Feb 11 16:33:29
16:33:31 INFO | autoserv| END GOOD	----	----	timestamp=1455230016	localtime=Feb 11 16:33:36
16:33:32 INFO | autoserv| Got lock of exit_code_file.
16:33:32 INFO | autoserv| Released lock of exit_code_file and closed it.
16:33:34 INFO | autoserv| Killing child processes.
16:33:34 INFO | autoserv| Client complete
16:33:35 INFO | autoserv| Finished processing control file
16:33:35 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_UPjWYVssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpRrKOHY -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:33:37 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_TgGUzAssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:33:40 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
16:33:41 INFO | autoserv| Results placed in /tmp/test_that_results__quDNX/results-06-platform_Perf
16:33:41 INFO | autoserv| Logged pid 6722 to /tmp/test_that_results__quDNX/results-06-platform_Perf/.autoserv_execute
16:33:41 INFO | autoserv| I am PID 6722
16:33:41 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
16:33:41 INFO | autoserv| Processing control file
16:33:41 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_gKWsjZssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpu8a4gd -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:33:43 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_8owiYWssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:33:44 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:33:44	timestamp=1455230024
16:33:44 INFO | autoserv| Installing autotest on 192.168.1.42
16:33:46 INFO | autoserv| Using installation dir /usr/local/autotest
16:33:48 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:33:48 INFO | autoserv| Installing updated global_config.ini.
16:33:51 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:33:52 INFO | autoserv| Entered autotestd_monitor.
16:33:52 INFO | autoserv| Finished launching tail subprocesses.
16:33:52 INFO | autoserv| Finished waiting on autotestd to start.
16:33:53 INFO | autoserv| START	----	----	timestamp=1455230038	localtime=Feb 11 16:33:58
16:33:53 INFO | autoserv| START	platform_Perf	platform_Perf	timestamp=1455230038	localtime=Feb 11 16:33:58
16:33:53 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_Perf into test-platform_Perf.tar.bz2
16:33:58 INFO | autoserv| GOOD	platform_Perf	platform_Perf	timestamp=1455230042	localtime=Feb 11 16:34:02	completed successfully
16:33:58 INFO | autoserv| END GOOD	platform_Perf	platform_Perf	timestamp=1455230043	localtime=Feb 11 16:34:03
16:34:16 INFO | autoserv| END GOOD	----	----	timestamp=1455230061	localtime=Feb 11 16:34:21
16:34:16 INFO | autoserv| Got lock of exit_code_file.
16:34:16 INFO | autoserv| Released lock of exit_code_file and closed it.
16:34:18 INFO | autoserv| Client complete
16:34:26 INFO | autoserv| Finished processing control file
16:34:26 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_6BGBiVssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpWwM8Mo -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:34:28 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp__qpQ5xssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:34:31 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
16:34:31 INFO | autoserv| Results placed in /tmp/test_that_results__quDNX/results-07-platform_PartitionCheck
16:34:31 INFO | autoserv| Logged pid 6826 to /tmp/test_that_results__quDNX/results-07-platform_PartitionCheck/.autoserv_execute
16:34:31 INFO | autoserv| I am PID 6826
16:34:31 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
16:34:31 INFO | autoserv| Processing control file
16:34:31 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Cd56XMssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpXUjGXG -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:34:34 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_134c63ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:34:35 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:34:35	timestamp=1455230075
16:34:35 INFO | autoserv| Installing autotest on 192.168.1.42
16:34:35 INFO | autoserv| Using installation dir /usr/local/autotest
16:34:36 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:34:36 INFO | autoserv| Installing updated global_config.ini.
16:34:41 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:34:42 INFO | autoserv| Entered autotestd_monitor.
16:34:42 INFO | autoserv| Finished launching tail subprocesses.
16:34:42 INFO | autoserv| Finished waiting on autotestd to start.
16:34:42 INFO | autoserv| START	----	----	timestamp=1455230087	localtime=Feb 11 16:34:47
16:34:42 INFO | autoserv| START	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455230087	localtime=Feb 11 16:34:47
16:34:43 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_PartitionCheck into test-platform_PartitionCheck.tar.bz2
16:34:44 INFO | autoserv| GOOD	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455230089	localtime=Feb 11 16:34:49	completed successfully
16:34:44 INFO | autoserv| END GOOD	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455230089	localtime=Feb 11 16:34:49
16:34:52 INFO | autoserv| END GOOD	----	----	timestamp=1455230097	localtime=Feb 11 16:34:57
16:34:52 INFO | autoserv| Got lock of exit_code_file.
16:34:52 INFO | autoserv| Released lock of exit_code_file and closed it.
16:34:54 INFO | autoserv| Client complete
16:34:54 INFO | autoserv| Finished processing control file
16:34:54 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_3fvOQzssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpiTn2qb -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
16:34:56 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_PsC5ktssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
16:35:00 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
16:35:00 INFO | autoserv| Results placed in /tmp/test_that_results__quDNX/results-08-platform_RootPartitionsNotMounted
16:35:00 INFO | autoserv| Logged pid 6930 to /tmp/test_that_results__quDNX/results-08-platform_RootPartitionsNotMounted/.autoserv_execute
16:35:00 INFO | autoserv| I am PID 6930
16:35:00 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
