14:25:04 INFO | Running autotest_quickmerge step.
16:26:25 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_MF8WNossh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpEyPfly -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:26:28 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_WF9AUAssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:26:32 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.100, status=Running
16:26:33 INFO | autoserv| Results placed in /tmp/test_that_results_IzJbK7/results-02-platform_MemCheck
16:26:33 INFO | autoserv| Logged pid 6294 to /tmp/test_that_results_IzJbK7/results-02-platform_MemCheck/.autoserv_execute
16:26:33 INFO | autoserv| I am PID 6294
16:26:33 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.100']
16:26:33 INFO | autoserv| Processing control file
16:26:33 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_vE0Chdssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp8OSvoV -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:26:35 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_4Ubm3xssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:26:36 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:26:36	timestamp=1455229596
16:26:36 INFO | autoserv| Installing autotest on 192.168.1.100
16:26:37 INFO | autoserv| Using installation dir /usr/local/autotest
16:26:39 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:26:39 INFO | autoserv| Installing updated global_config.ini.
16:26:41 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:26:43 INFO | autoserv| Entered autotestd_monitor.
16:26:43 INFO | autoserv| Finished launching tail subprocesses.
16:26:43 INFO | autoserv| Finished waiting on autotestd to start.
16:26:43 INFO | autoserv| START	----	----	timestamp=1455229609	localtime=Feb 11 16:26:49
16:26:43 INFO | autoserv| START	platform_MemCheck	platform_MemCheck	timestamp=1455229609	localtime=Feb 11 16:26:49
16:26:44 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_MemCheck into test-platform_MemCheck.tar.bz2
16:26:52 INFO | autoserv| FAIL	platform_MemCheck	platform_MemCheck	timestamp=1455229617	localtime=Feb 11 16:26:57	Found incorrect values: MemFree
16:26:52 INFO | autoserv| END FAIL	platform_MemCheck	platform_MemCheck	timestamp=1455229617	localtime=Feb 11 16:26:57
16:27:09 INFO | autoserv| END GOOD	----	----	timestamp=1455229635	localtime=Feb 11 16:27:15
16:27:09 INFO | autoserv| Got lock of exit_code_file.
16:27:09 INFO | autoserv| Released lock of exit_code_file and closed it.
16:27:11 INFO | autoserv| Client complete
16:27:22 INFO | autoserv| Finished processing control file
16:27:22 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_TxkAE8ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp2vVovq -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:27:23 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_uueWrPssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:27:27 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.100, status=Running
16:27:27 INFO | autoserv| Results placed in /tmp/test_that_results_IzJbK7/results-03-kernel_SchedCgroups
16:27:27 INFO | autoserv| Logged pid 6398 to /tmp/test_that_results_IzJbK7/results-03-kernel_SchedCgroups/.autoserv_execute
16:27:27 INFO | autoserv| I am PID 6398
16:27:27 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.100']
16:27:27 INFO | autoserv| Processing control file
16:27:27 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_ShvCH6ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpMeClS6 -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:27:30 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Sh732Lssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:27:32 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:27:32	timestamp=1455229652
16:27:32 INFO | autoserv| Installing autotest on 192.168.1.100
16:27:32 INFO | autoserv| Using installation dir /usr/local/autotest
16:27:34 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:27:34 INFO | autoserv| Installing updated global_config.ini.
16:27:39 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:27:41 INFO | autoserv| Entered autotestd_monitor.
16:27:41 INFO | autoserv| Finished launching tail subprocesses.
16:27:41 INFO | autoserv| Finished waiting on autotestd to start.
16:27:43 INFO | autoserv| START	----	----	timestamp=1455229667	localtime=Feb 11 16:27:47
16:27:43 INFO | autoserv| START	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455229667	localtime=Feb 11 16:27:47
16:27:43 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/kernel_SchedCgroups into test-kernel_SchedCgroups.tar.bz2
16:27:45 INFO | autoserv| GOOD	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455229671	localtime=Feb 11 16:27:51	completed successfully
16:27:45 INFO | autoserv| END GOOD	kernel_SchedCgroups	kernel_SchedCgroups	timestamp=1455229671	localtime=Feb 11 16:27:51
16:28:23 INFO | autoserv| END GOOD	----	----	timestamp=1455229709	localtime=Feb 11 16:28:29
16:28:24 INFO | autoserv| Got lock of exit_code_file.
16:28:24 INFO | autoserv| Released lock of exit_code_file and closed it.
16:28:25 INFO | autoserv| Client complete
16:28:26 INFO | autoserv| Finished processing control file
16:28:26 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_qli5lDssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp4080gC -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:28:29 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_yD0bmGssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:28:32 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.100, status=Running
16:28:32 INFO | autoserv| Results placed in /tmp/test_that_results_IzJbK7/results-04-video_ChromeHWDecodeUsed.vp8
16:28:32 INFO | autoserv| Logged pid 6502 to /tmp/test_that_results_IzJbK7/results-04-video_ChromeHWDecodeUsed.vp8/.autoserv_execute
16:28:32 INFO | autoserv| I am PID 6502
16:28:32 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.100']
16:28:32 INFO | autoserv| Processing control file
16:28:32 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp__vMMN8ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp5iO5el -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:28:34 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_slc1F6ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:28:35 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:28:35	timestamp=1455229715
16:28:35 INFO | autoserv| Installing autotest on 192.168.1.100
16:28:36 INFO | autoserv| Using installation dir /usr/local/autotest
16:28:37 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:28:37 INFO | autoserv| Installing updated global_config.ini.
16:28:43 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:28:45 INFO | autoserv| Entered autotestd_monitor.
16:28:45 INFO | autoserv| Finished launching tail subprocesses.
16:28:45 INFO | autoserv| Finished waiting on autotestd to start.
16:28:45 INFO | autoserv| START	----	----	timestamp=1455229731	localtime=Feb 11 16:28:51
16:28:45 INFO | autoserv| START	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229731	localtime=Feb 11 16:28:51
16:28:46 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/video_ChromeHWDecodeUsed into test-video_ChromeHWDecodeUsed.tar.bz2
16:28:59 INFO | autoserv| GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229744	localtime=Feb 11 16:29:04	completed successfully
16:28:59 INFO | autoserv| END GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229745	localtime=Feb 11 16:29:05
16:29:13 INFO | autoserv| END GOOD	----	----	timestamp=1455229759	localtime=Feb 11 16:29:19
16:29:13 INFO | autoserv| Got lock of exit_code_file.
16:29:13 INFO | autoserv| Released lock of exit_code_file and closed it.
16:29:15 INFO | autoserv| Client complete
16:29:16 INFO | autoserv| Finished processing control file
16:29:16 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_aMCbpVssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpdkzlRM -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:29:18 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_77IF82ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:29:21 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.100, status=Running
16:29:22 INFO | autoserv| Results placed in /tmp/test_that_results_IzJbK7/results-05-video_ChromeHWDecodeUsed.vp9
16:29:22 INFO | autoserv| Logged pid 6606 to /tmp/test_that_results_IzJbK7/results-05-video_ChromeHWDecodeUsed.vp9/.autoserv_execute
16:29:22 INFO | autoserv| I am PID 6606
16:29:22 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.100']
16:29:22 INFO | autoserv| Processing control file
16:29:22 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_648bQossh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpTZqS7y -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:29:24 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_yV4ZLLssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:29:26 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:29:26	timestamp=1455229766
16:29:26 INFO | autoserv| Installing autotest on 192.168.1.100
16:29:27 INFO | autoserv| Using installation dir /usr/local/autotest
16:29:29 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:29:29 INFO | autoserv| Installing updated global_config.ini.
16:29:33 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:29:34 INFO | autoserv| Entered autotestd_monitor.
16:29:34 INFO | autoserv| Finished launching tail subprocesses.
16:29:34 INFO | autoserv| Finished waiting on autotestd to start.
16:29:35 INFO | autoserv| START	----	----	timestamp=1455229780	localtime=Feb 11 16:29:40
16:29:35 INFO | autoserv| START	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229780	localtime=Feb 11 16:29:40
16:29:36 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/video_ChromeHWDecodeUsed into test-video_ChromeHWDecodeUsed.tar.bz2
16:29:47 INFO | autoserv| GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229793	localtime=Feb 11 16:29:53	completed successfully
16:29:47 INFO | autoserv| END GOOD	video_ChromeHWDecodeUsed	video_ChromeHWDecodeUsed	timestamp=1455229793	localtime=Feb 11 16:29:53
16:30:02 INFO | autoserv| END GOOD	----	----	timestamp=1455229808	localtime=Feb 11 16:30:08
16:30:02 INFO | autoserv| Got lock of exit_code_file.
16:30:02 INFO | autoserv| Released lock of exit_code_file and closed it.
16:30:04 INFO | autoserv| Client complete
16:30:07 INFO | autoserv| Finished processing control file
16:30:07 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_7VF_dmssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpM6uDBm -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:30:09 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_28ihZqssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:30:14 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.100, status=Running
16:30:14 INFO | autoserv| Results placed in /tmp/test_that_results_IzJbK7/results-06-platform_Perf
16:30:14 INFO | autoserv| Logged pid 6711 to /tmp/test_that_results_IzJbK7/results-06-platform_Perf/.autoserv_execute
16:30:14 INFO | autoserv| I am PID 6711
16:30:14 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.100']
16:30:14 INFO | autoserv| Processing control file
16:30:14 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_023myPssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp_HaYtp -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:30:16 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_qQqDD5ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:30:17 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:30:17	timestamp=1455229817
16:30:17 INFO | autoserv| Installing autotest on 192.168.1.100
16:30:21 INFO | autoserv| Using installation dir /usr/local/autotest
16:30:22 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:30:22 INFO | autoserv| Installing updated global_config.ini.
16:30:24 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:30:24 INFO | autoserv| Entered autotestd_monitor.
16:30:24 INFO | autoserv| Finished launching tail subprocesses.
16:30:24 INFO | autoserv| Finished waiting on autotestd to start.
16:30:25 INFO | autoserv| START	----	----	timestamp=1455229830	localtime=Feb 11 16:30:30
16:30:25 INFO | autoserv| START	platform_Perf	platform_Perf	timestamp=1455229831	localtime=Feb 11 16:30:31
16:30:25 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_Perf into test-platform_Perf.tar.bz2
16:30:30 INFO | autoserv| GOOD	platform_Perf	platform_Perf	timestamp=1455229835	localtime=Feb 11 16:30:35	completed successfully
16:30:30 INFO | autoserv| END GOOD	platform_Perf	platform_Perf	timestamp=1455229835	localtime=Feb 11 16:30:35
16:30:56 INFO | autoserv| END GOOD	----	----	timestamp=1455229862	localtime=Feb 11 16:31:02
16:30:56 INFO | autoserv| Got lock of exit_code_file.
16:30:56 INFO | autoserv| Released lock of exit_code_file and closed it.
16:30:59 INFO | autoserv| Client complete
16:31:00 INFO | autoserv| Finished processing control file
16:31:00 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_YaxjQzssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpzffNeJ -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:31:03 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_vNQlNassh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:31:07 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.100, status=Running
16:31:07 INFO | autoserv| Results placed in /tmp/test_that_results_IzJbK7/results-07-platform_PartitionCheck
16:31:07 INFO | autoserv| Logged pid 6815 to /tmp/test_that_results_IzJbK7/results-07-platform_PartitionCheck/.autoserv_execute
16:31:07 INFO | autoserv| I am PID 6815
16:31:07 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.100']
16:31:07 INFO | autoserv| Processing control file
16:31:07 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_tRK4gSssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpyfrbnR -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:31:11 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_wtrKtpssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:31:13 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 16:31:13	timestamp=1455229873
16:31:13 INFO | autoserv| Installing autotest on 192.168.1.100
16:31:14 INFO | autoserv| Using installation dir /usr/local/autotest
16:31:16 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
16:31:16 INFO | autoserv| Installing updated global_config.ini.
16:31:19 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
16:31:20 INFO | autoserv| START	----	----	timestamp=1455229886	localtime=Feb 11 16:31:26
16:31:20 INFO | autoserv| START	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455229886	localtime=Feb 11 16:31:26
16:31:20 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/platform_PartitionCheck into test-platform_PartitionCheck.tar.bz2
16:31:23 INFO | autoserv| Entered autotestd_monitor.
16:31:23 INFO | autoserv| Finished launching tail subprocesses.
16:31:23 INFO | autoserv| Finished waiting on autotestd to start.
16:31:24 INFO | autoserv| GOOD	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455229890	localtime=Feb 11 16:31:30	completed successfully
16:31:24 INFO | autoserv| END GOOD	platform_PartitionCheck	platform_PartitionCheck	timestamp=1455229890	localtime=Feb 11 16:31:30
16:31:34 INFO | autoserv| END GOOD	----	----	timestamp=1455229900	localtime=Feb 11 16:31:40
16:31:34 INFO | autoserv| Got lock of exit_code_file.
16:31:34 INFO | autoserv| Released lock of exit_code_file and closed it.
16:31:36 INFO | autoserv| Client complete
16:31:39 INFO | autoserv| Finished processing control file
16:31:39 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_08YSQmssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpAl0ktp -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.100'
16:31:41 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_1xqdHxssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.100'
16:31:46 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.100, status=Running
16:31:46 INFO | autoserv| Results placed in /tmp/test_that_results_IzJbK7/results-08-platform_RootPartitionsNotMounted
16:31:46 INFO | autoserv| Logged pid 6919 to /tmp/test_that_results_IzJbK7/results-08-platform_RootPartitionsNotMounted/.autoserv_execute
16:31:46 INFO | autoserv| I am PID 6919
16:31:46 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.100']
16:31:46 INFO | autoserv| Processing control file
